E L0 L1 L2 L3 L4 L5 L6 L7 L8 L9 L10 L11 L12 L13 L14 L15 L16
11.991883521257037 0.1519 0.0871 0.0926 0.0075 0.0655 0.1653 0.2410 0.0688 0.0641 0.0182 0.0182 0.0061 0.0084 0.0024 0.0028 0.0001 0
12.291680609288463 0.1495 0.0885 0.0912 0.0096 0.0640 0.1638 0.2401 0.0698 0.0653 0.0189 0.0187 0.0065 0.0086 0.0025 0.0029 0.0001 0
12.591477697319888 0.1472 0.0899 0.0900 0.0116 0.0625 0.1622 0.2393 0.0707 0.0664 0.0197 0.0191 0.0069 0.0087 0.0027 0.0029 0.0002 0
12.891274785351314 0.1449 0.0913 0.0891 0.0135 0.0611 0.1605 0.2383 0.0716 0.0673 0.0206 0.0195 0.0073 0.0089 0.0028 0.0030 0.0003 0
13.19107187338274 0.1427 0.0926 0.0884 0.0153 0.0597 0.1588 0.2372 0.0724 0.0683 0.0214 0.0200 0.0077 0.0091 0.0029 0.0031 0.0004 0
13.490868961414165 0.1405 0.0939 0.0879 0.0171 0.0583 0.1570 0.2362 0.0732 0.0691 0.0223 0.0205 0.0081 0.0092 0.0030 0.0032 0.0005 0
13.790666049445592 0.1385 0.0951 0.0877 0.0188 0.0570 0.1551 0.2351 0.0740 0.0700 0.0230 0.0209 0.0084 0.0094 0.0031 0.0033 0.0006 0
14.390260225508444 0.1340 0.0968 0.0878 0.0217 0.0547 0.1517 0.2323 0.0755 0.0718 0.0249 0.0221 0.0093 0.0097 0.0033 0.0035 0.0008 0.0001
14.540158769524156 0.1329 0.0972 0.0879 0.0223 0.0542 0.1509 0.2316 0.0758 0.0722 0.0254 0.0224 0.0095 0.0098 0.0034 0.0036 0.0008 0.0001
14.989854401571295 0.1297 0.0983 0.0881 0.0242 0.0527 0.1484 0.2294 0.0769 0.0736 0.0269 0.0232 0.0101 0.0100 0.0036 0.0038 0.0009 0.0002
15.589448577634148 0.1256 0.0996 0.0881 0.0265 0.0508 0.1447 0.2260 0.0785 0.0755 0.0293 0.0243 0.0108 0.0105 0.0040 0.0043 0.0011 0.0004
15.889245665665573 0.1237 0.1002 0.0881 0.0276 0.0500 0.1428 0.2242 0.0792 0.0764 0.0305 0.0249 0.0111 0.0107 0.0042 0.0046 0.0012 0.0006
16.189042753697 0.1219 0.1007 0.0881 0.0285 0.0492 0.1409 0.2225 0.0800 0.0772 0.0317 0.0254 0.0115 0.0110 0.0044 0.0050 0.0013 0.0007
