1.666666666666666519e+00 0.000000000000000000e+00
6.696693386773547445e+02 4.489821617740152806e-20
1.337672010688042747e+03 7.273384692515850981e-20
2.005674682698730976e+03 8.176433583096086610e-20
2.673677354709418978e+03 8.434988235827173837e-20
3.341680026720106980e+03 8.464233865025122110e-20
4.009682698730794982e+03 8.401721046243982389e-20
4.677685370741482984e+03 8.298205590098817860e-20
5.345688042752170986e+03 8.174100412250869904e-20
6.013690714762858988e+03 8.038026119366024421e-20
6.681693386773546990e+03 7.893655737450145049e-20
7.349696058784234992e+03 7.742498789143601963e-20
8.017698730794923904e+03 7.585125129318215787e-20
8.685701402805610996e+03 7.421735560380151905e-20
9.353704074816298089e+03 7.252438231817764051e-20
1.002170674682698700e+04 7.077383633460837881e-20
1.068970941883767591e+04 6.896827379326518260e-20
1.135771209084836300e+04 6.711153929183918486e-20
1.202571476285905010e+04 6.520878065757303961e-20
1.269371743486973901e+04 6.326633250490149314e-20
1.336172010688042792e+04 6.129152227356472980e-20
1.402972277889111501e+04 5.929243338908670810e-20
1.469772545090180392e+04 5.727764987371724401e-20
1.536572812291249284e+04 5.525600050340314427e-20
1.603373079492317993e+04 5.323631622367227857e-20
1.670173346693386702e+04 5.122721097867148440e-20
1.736973613894455775e+04 4.923689295797514796e-20
1.803773881095524121e+04 4.727301041297195352e-20
1.870574148296593194e+04 4.534253366133943155e-20
1.937374415497661903e+04 4.345167274862335739e-20
2.004174682698730612e+04 4.160582852630435367e-20
2.070974949899799685e+04 3.980957366107573271e-20
2.137775217100868394e+04 3.806665929896462261e-20
2.204575484301937104e+04 3.638004272702409868e-20
2.271375751503005813e+04 3.475193133880061071e-20
2.338176018704074522e+04 3.318383844030634826e-20
2.404976285905143595e+04 3.167664685179890534e-20
2.471776553106212305e+04 3.023067679420433959e-20
2.538576820307281014e+04 2.884575513521403146e-20
2.605377087508350087e+04 2.752128365977692759e-20
2.672177354709418796e+04 2.625630458720545211e-20
2.738977621910487505e+04 2.504956205909873658e-20
2.805777889111556578e+04 2.389955875591356092e-20
2.872578156312625288e+04 2.280460716066146791e-20
2.939378423513693997e+04 2.176287527723691507e-20
3.006178690714763070e+04 2.077242683363239010e-20
3.072978957915831779e+04 1.983125616444378623e-20
3.139779225116900489e+04 1.893731808133131175e-20
3.206579492317969562e+04 1.808855311332438461e-20
3.273379759519038271e+04 1.728290853940575541e-20
3.340180026720106980e+04 1.651835565119360013e-20
3.406980293921176053e+04 1.579290368024763669e-20
3.473780561122244399e+04 1.510461080797778956e-20
3.540580828323313472e+04 1.445159265072054967e-20
3.607381095524381817e+04 1.383202858173186550e-20
3.674181362725450890e+04 1.324416621827261448e-20
3.740981629926519236e+04 1.268632436759679037e-20
3.807781897127588309e+04 1.215689469189798729e-20
3.874582164328657382e+04 1.165434232008196135e-20
3.941382431529725727e+04 1.117720560421980723e-20
4.008182698730794800e+04 1.072409519104205706e-20
4.074982965931863873e+04 1.029369255400734117e-20
4.141783233132932219e+04 9.884748109328604917e-21
4.208583500334001292e+04 9.496079019779080749e-21
4.275383767535070365e+04 9.126566772979842991e-21
4.342184034736138710e+04 8.775154606003711096e-21
4.408984301937207056e+04 8.440844835313098343e-21
4.475784569138276856e+04 8.122696140070810703e-21
4.542584836339345202e+04 7.819820837517392568e-21
4.609385103540414275e+04 7.531382181200237647e-21
4.676185370741482620e+04 7.256591706185953439e-21
4.742985637942551693e+04 6.994706639821185629e-21
4.809785905143620039e+04 6.745027391978864346e-21
4.876586172344689840e+04 6.506895134901309181e-21
4.943386439545758185e+04 6.279689479611533498e-21
5.010186706746827258e+04 6.062826253304733052e-21
5.076986973947895603e+04 5.855755380063850261e-21
5.143787241148964677e+04 5.657958865586990047e-21
5.210587508350033022e+04 5.468948885304505802e-21
5.277387775551102823e+04 5.288265974240673510e-21
5.344188042752171168e+04 5.115477316191219443e-21
5.410988309953240241e+04 4.950175129200595845e-21
5.477788577154308587e+04 4.791975143897886116e-21
5.544588844355377660e+04 4.640515170956204533e-21
5.611389111556446005e+04 4.495453753753965280e-21
5.678189378757515806e+04 4.356468902215372321e-21
5.744989645958584151e+04 4.223256903775059764e-21
5.811789913159652497e+04 4.095531207433128541e-21
5.878590180360721570e+04 3.973021376930357578e-21
5.945390447561789915e+04 3.855472109168440094e-21
6.012190714762858988e+04 3.742642314119339355e-21
6.078990981963927334e+04 3.634304252604298260e-21
6.145791249164997134e+04 3.530242728471008051e-21
6.212591516366065480e+04 3.430254331853232543e-21
6.279391783567134553e+04 3.334146730356700250e-21
6.346192050768202898e+04 3.241738005175955825e-21
6.412992317969271971e+04 3.152856029306580138e-21
6.479792585170340317e+04 3.067337885174618073e-21
6.546592852371410117e+04 2.985029319158151726e-21
6.613393119572478463e+04 2.905784230624513994e-21
6.680193386773546808e+04 2.829464193249552454e-21
6.746993653974615154e+04 2.755938006522213681e-21
6.813793921175684955e+04 2.685081275468389519e-21
6.880594188376753300e+04 2.616776016752170096e-21
6.947394455577823101e+04 2.550910289430380996e-21
7.014194722778891446e+04 2.487377848747597770e-21
7.080994989979959792e+04 2.426077821463883259e-21
7.147795257181028137e+04 2.366914401306359649e-21
7.214595524382096482e+04 2.309796563228680355e-21
7.281395791583166283e+04 2.254637795249760375e-21
7.348196058784234629e+04 2.201355846724884736e-21
7.414996325985304429e+04 2.149872491978931693e-21
7.481796593186372775e+04 2.100113308303122016e-21
7.548596860387441120e+04 2.052007467383679553e-21
7.615397127588509466e+04 2.005487539293362534e-21
7.682197394789579266e+04 1.960489308235268791e-21
7.748997661990647612e+04 1.916951599282780876e-21
7.815797929191717412e+04 1.874816115410387570e-21
7.882598196392785758e+04 1.834027284157480353e-21
7.949398463593854103e+04 1.794532113311409951e-21
8.016198730794922449e+04 1.756280055037224376e-21
8.082998997995992249e+04 1.719222877919843747e-21
8.149799265197060595e+04 1.683314546420152092e-21
8.216599532398130395e+04 1.648511107279703145e-21
8.283399799599198741e+04 1.614770582439724111e-21
8.350200066800267086e+04 1.582052868068933571e-21
8.417000334001335432e+04 1.550319639321529078e-21
8.483800601202405232e+04 1.519534260471680736e-21
8.550600868403473578e+04 1.489661700094202339e-21
8.617401135604541923e+04 1.460668450982680663e-21
8.684201402805611724e+04 1.432522454516582678e-21
8.751001670006680069e+04 1.405193029207646719e-21
8.817801937207748415e+04 1.378650803173395849e-21
8.884602204408818216e+04 1.352867650301904345e-21
8.951402471609886561e+04 1.327816629887201293e-21
9.018202738810954907e+04 1.303471929528824318e-21
9.085003006012023252e+04 1.279808811102279899e-21
9.151803273213093053e+04 1.256803559619478175e-21
9.218603540414161398e+04 1.234433434809683912e-21
9.285403807615229744e+04 1.212676625262249399e-21
9.352204074816298089e+04 1.191512204982395370e-21
9.419004342017369345e+04 1.170920092220613352e-21
9.485804609218437690e+04 1.150881010444992905e-21
9.552604876419506036e+04 1.131376451333864410e-21
9.619405143620574381e+04 1.112388639673786926e-21
9.686205410821644182e+04 1.093900500054942895e-21
9.753005678022712527e+04 1.075895625262670567e-21
9.819805945223780873e+04 1.058358246270006195e-21
9.886606212424849218e+04 1.041273203741935472e-21
9.953406479625919019e+04 1.024625920967423727e-21
1.002020674682698736e+05 1.008402378140375735e-21
1.008700701402805571e+05 9.925890879153839742e-22
1.015380728122912406e+05 9.771730721685799621e-22
1.022060754843019240e+05 9.621418398980066229e-22
1.028740781563126366e+05 9.474833662018552104e-22
1.035420808283233200e+05 9.331860722764941762e-22
1.042100835003340035e+05 9.192388063796575168e-22
1.048780861723446869e+05 9.056308257073283278e-22
1.055460888443553849e+05 8.923517791358503357e-22
1.062140915163660684e+05 8.793916907835916467e-22
1.068820941883767518e+05 8.667409443491293419e-22
1.075500968603874353e+05 8.543902681853680165e-22
1.082180995323981333e+05 8.423307210713337758e-22
1.088861022044088168e+05 8.305536786455505583e-22
1.095541048764195002e+05 8.190508204669338049e-22
1.102221075484301837e+05 8.078141176710745561e-22
1.108901102204408962e+05 7.968358211915517103e-22
1.115581128924515797e+05 7.861084505176349557e-22
1.122261155644622631e+05 7.756247829612954559e-22
1.128941182364729466e+05 7.653778434079612369e-22
1.135621209084836446e+05 7.553608945268420593e-22
1.142301235804943281e+05 7.455674274179698133e-22
1.148981262525050115e+05 7.359911526743540238e-22
1.155661289245156950e+05 7.266259918388113699e-22
1.162341315965263784e+05 7.174660692361301749e-22
1.169021342685370764e+05 7.085057041622729679e-22
1.175701369405477599e+05 6.997394034132935263e-22
1.182381396125584433e+05 6.911618541375637668e-22
1.189061422845691268e+05 6.827679169957736441e-22
1.195741449565798393e+05 6.745526196139937353e-22
1.202421476285905228e+05 6.665111503158464501e-22
1.209101503006012063e+05 6.586388521205661640e-22
1.215781529726118897e+05 6.509312169944212660e-22
1.222461556446225877e+05 6.433838803436102058e-22
1.229141583166332712e+05 6.359926157373513081e-22
1.235821609886439546e+05 6.287533298504805462e-22
1.242501636606546381e+05 6.216620576153962085e-22
1.249181663326653361e+05 6.147149575737197722e-22
1.255861690046760195e+05 6.079083074185192701e-22
1.262541716766867030e+05 6.012384997184079644e-22
1.269221743486973864e+05 5.947020378152602450e-22
1.275901770207080990e+05 5.882955318877069310e-22
1.282581796927187825e+05 5.820156951729485976e-22
1.289261823647294659e+05 5.758593403398041494e-22
1.295941850367401494e+05 5.698233760062563326e-22
1.302621877087508328e+05 5.639048033950864231e-22
1.309301903807615308e+05 5.581007131214967125e-22
1.315981930527721997e+05 5.524082821069302118e-22
1.322661957247828832e+05 5.468247706135570127e-22
1.329341983967935666e+05 5.413475193941780201e-22
1.336022010688042792e+05 5.359739469525408932e-22
1.342702037408149627e+05 5.307015469093058464e-22
1.349382064128256461e+05 5.255278854691166590e-22
1.356062090848363296e+05 5.204505989844573758e-22
1.362742117568470421e+05 5.154673916121717233e-22
1.369422144288577256e+05 5.105760330587189953e-22
1.376102171008684090e+05 5.057743564104164873e-22
1.382782197728790925e+05 5.010602560451045697e-22
1.389462224448897759e+05 4.964316856218189756e-22
1.396142251169004594e+05 4.918866561452342161e-22
